"Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu1153",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,86,22,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1154",314,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,4,0,14,0,0,0,0,0,1,1,0,0,0,1,0,2,3,1,0,4,5,2,1,2,5
"Zotu1157",0,0,72,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,88,27,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0
"Zotu1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,55,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,233,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1160",0,0,25,32,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0,8,19,14,0,0,15,16,14,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"Zotu1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,66,56,27,0,0,0,0,0,0,0,3,15,6,1,0,4
"Zotu1162",0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,33,9,19,21,3,3,2,5,1,4
"Zotu1163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,17,5,5,198,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,203,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1165",130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1167",9,0,0,0,0,0,0,33,0,0,0,0,58,3,5,11,19,60,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,3
"Zotu1168",0,0,28,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Zotu117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,575,3342,159,185,97,119,74,105,0,287,0,151,0,0,1,0,0,0,0,1,0
"Zotu1170",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,4,10
"Zotu1171",0,0,0,8,0,0,0,2,0,0,0,0,28,1,9,13,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,5
"Zotu1172",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,97,46,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu1175",0,0,0,1,0,0,0,25,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,10,48,9,31
"Zotu1176",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,16,40,68,9,4,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,22,5,4,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,1,4
"Zotu1179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,100,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,0,0
"Zotu118",0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,2,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,30,29,42,8,369,925,535,1725,631,1612
"Zotu1180",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,3,0,98,52,94,0,1,0,46,38,34,0,0,0,0,0,0,0,1,3,2,4,1,0
"Zotu1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,112,145,13,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1189",398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,7,21,2,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,7699
"Zotu1191",0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,6,16,9,26,12,37
"Zotu1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,34,101,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu1194",197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Zotu1197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,16,40,59,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1199",0,61,0,0,0,0,0,0,27,0,0,0,1,0,2,0,0,11,0,0,7,0,0,1,7,47,11,3,2,0,0,0,2,14,5,0,0,0,1,0,0,1,7,6,0,1,8,0
"Zotu12",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,127,14,0,60324,4386,17603,3062,7783,537,29409,2987,0,74,15248,9
"Zotu120",0,0,0,0,0,0,0,2802,0,0,0,0,24,6,1,16,3,29,0,0,0,0,0,0,0,0,1,3,24,0,0,0,0,0,1,0,5,5,0,1,2,2,934,2989,288,643,221,485
"Zotu1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,0,6,0,90,25,12,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu1202",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,1,2,0,2,5,4,2,27,35,6,3,0,0,0,7,0,1,1,4,27,0,1,0,0,0,0
"Zotu1203",1258,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1204",0,0,0,1,0,0,0,0,0,0,0,0,22,16,7,19,13,63,0,0,2,2,0,2,0,0,11,1,4,8,3,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,2
"Zotu1205",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,117,28,41,10,14,6,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,3
"Zotu1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,34,108,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu1207",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,22,14,17,24,24
"Zotu1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,2,0,1,27,6,12,19,89,17,6,6,13,0,4,4,3,10,3,3,1,2,0,0,0,2
"Zotu121",0,0,0,4,0,0,0,135,0,0,0,0,696,184,260,448,603,1560,0,0,19,17,19,59,2,19,0,0,1,0,0,0,0,0,2,0,8,8,2,14,6,3,237,881,290,843,439,1182
"Zotu1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1211",0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,171,22,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,32,8,3,159,159,150,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,79,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,104,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,3797,4764,761,47,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1222",0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Zotu1223",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39,60,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zotu1224",0,0,0,2,0,0,0,0,0,0,0,0,8,0,2,1,4,4,0,0,0,16,117,5,0,0,0,3,22,0,0,0,0,0,0,0,12,24,13,47,25,15,0,0,0,0,0,0
"Zotu1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,104,54,56,4,13,1,32,17,31,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu1227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,193,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu123",0,0,0,2,0,0,0,0,0,0,0,0,2060,566,269,1241,598,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,20,51,70,85
"Zotu1230",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,17,18,15,54
"Zotu1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,108,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,45,30,62,12,8,1,17,12,15,0,1,0,0,0,0,0,1,0,0,0,0,0
"Zotu1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,9,8,25,8,4,0,1,0,10,10,15,0,0,0,0,0,0,0,8,17,11,10,2,7
"Zotu1237",0,165,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Zotu1238",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1239",5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,46,15,31,11,6,4,11,12,3,0,41,24,7,18,20,23,0,1,1,0,0,1
"Zotu124",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu1240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,17,26,6,24,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,43,140,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1247",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,4,20,10,8,5,10,25,9,30,3,1,0,0,0,0,0,0,0,0,0,0,0,4,16,13,11,3,4
"Zotu1248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,43,42,89,15,100,18,3,4,7,0,6,1,2,4,0,9,0,0,0,0,0,0
"Zotu1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,1,0,0,2,0,57,1,65
"Zotu125",0,0,0,0,0,0,0,138,0,0,0,0,16,1,7,15,47,25,0,0,885,1360,668,1816,1086,2480,174,109,421,29,572,18,51,34,47,0,230,417,75,234,144,177,341,1467,308,753,278,523
"Zotu1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu1257",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,5,16,3,5,1,3,0,0,0,8
"Zotu1258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,80,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1259",0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Zotu126",0,0,0,0,0,0,0,0,0,0,0,0,7367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,2
"Zotu1265",0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,10,2,11,9,8,10,16,22
"Zotu1267",0,6,5,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,136,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu127",0,7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,2,0,1,0,15,13,25,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu1273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,6,46,6,15,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,22,17,10,0,2,0,3,1,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"Zotu1275",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,33,81,13,41,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1277",0,0,0,0,0,0,0,0,0,0,0,0,26,16,11,12,20,58,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Zotu1278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6
"Zotu1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,21,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu1280",0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,37,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,1,8,4,1,2,1,3,1,1,8,8,0
"Zotu1281",0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,0,4,0,0,2,0,4,6,0,0,2,1,2,11,31,4,1,0,0,0,1,1,1,1,4,2,2,8,1,9,7,10
"Zotu1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,49,7,49,27,21,0,0,0,0,0,0
"Zotu1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,60,1,12,4,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
"Zotu1284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,26,131,38,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,2,0,0
"Zotu1285",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7,0,0,0,1,8,20,1,9,3,7,0,7,10,3,6,5,9,9,17,2,2,4,0
"Zotu1286",4,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,9,11,32,23,15,49,5,5,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
"Zotu1287",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,6,37,14,31,15,43
"Zotu1288",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,2,2,0,36,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1289",98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu129",1,0,5137,1523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1290",0,233,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,4,3,0,4,0
"Zotu1292",0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,1,6,0,0,0,0,0,0,0,0,75,27,45,5,12,1,9,12,15,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu1293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,23,55,16,5,45,10,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu1294",0,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,8,2,2,6,0,5,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Zotu1295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,28,30,4,19,13,9,0,2,0,0,4,6,5,11,7,2,0,0,0,0,0,1
"Zotu1296",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,12,3,6,2,14,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1297",0,0,121,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,8,9,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0
"Zotu1298",0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,52682,42658,0,153,0,3,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu1302",0,0,0,0,0,0,0,0,0,0,0,0,40,5,8,9,13,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1306",0,0,0,1,0,0,0,2,0,0,0,0,23,14,6,16,19,50,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,4,1,6
"Zotu1307",0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,38,20,7,0,0,0,0,0,0
"Zotu1308",0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,24,32,0,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1872,65,467,2208,6115,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1313",0,0,0,0,0,0,0,8,0,0,0,0,1,2,0,2,4,6,0,0,7,24,13,5,33,43,22,12,15,2,6,0,1,2,3,0,0,0,0,0,0,0,3,4,2,2,1,9
"Zotu1317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,158,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,2,1,8,6,8,0,0,0,41,38,55,0,1,0,0,0,0,0,1,6,1,1,1,1
"Zotu132",0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,1254,1129,1362,2212,1040,1277,20,2,10,0,0,0,0,0,0,0,0,2,0,6,6,4,1,17,1,10,8,14
"Zotu1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,76,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1323",0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,5,0,0,2,1,0,1,13,17,3,3,3,1,3,0,0,1,1,0,2,3,1,3,0,1,1,2,0,1,1,2
"Zotu1324",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,3,1,0,0,22,29,48,0,0,0,0,0,0,0,4,13,5,20,13,26
"Zotu1325",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,8,18,14,19,6,54,10,2,1,4,5,0,5,4,3,0,4,3,3,0,1,1,0,0,0,1,0,1
"Zotu1327",0,0,0,0,0,0,0,88,0,0,0,0,45,3,0,0,27,2,0,0,0,0,0,0,0,0,5,16,8,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0
